evento;ano;artigo;ocorrencias;termo;tipo
SBAC;2016;15;1;teste ou experimento;EST
SBAC;2016;7;9;bandwidth;MET
SBAC;2016;16;29;teste ou experimento;EST
SBAC;2016;4;1;bandwidth;MET
SBAC;2016;3;6;bandwidth;MET
SBAC;2016;25;1;bandwidth;MET
SBAC;2016;22;2;bandwidth;MET
SBAC;2016;2;19;bandwidth;MET
SBAC;2016;16;4;bandwidth;MET
SBAC;2016;14;14;bandwidth;MET
SBAC;2016;11;2;bandwidth;MET
SBAC;2016;10;11;bandwidth;MET
WSCAD;2016;17;1;eficiência ou acurácia;MET
SBAC;2016;9;2;teste ou experimento;EST
SBAC;2016;8;2;bandwidth;MET
SBAC;2016;26;3;teste ou experimento;EST
SBAC;2016;8;2;teste ou experimento;EST
WSCAD;2016;13;3;availability or disponibilidade;MET
WSCAD;2016;14;2;availability or disponibilidade;MET
WSCAD;2016;15;1;availability or disponibilidade;MET
WSCAD;2016;15;1;confiabilidade;MET
SBAC;2016;7;2;teste ou experimento;EST
SBAC;2016;5;4;teste ou experimento;EST
SBAC;2016;4;2;teste ou experimento;EST
WSCAD;2016;17;1;availability or disponibilidade;MET
WSCAD;2016;23;1;availability or disponibilidade;MET
SBAC;2016;14;2;teste ou experimento;EST
SBAC;2016;27;4;teste ou experimento;EST
WSCAD;2016;22;1;idle;MET
SBAC;2016;25;5;teste ou experimento;EST
SBAC;2016;23;67;teste ou experimento;EST
SBAC;2016;1;1;distribuição normal;EST
SBAC;2016;4;1;distribuição normal;EST
SBAC;2016;22;6;teste ou experimento;EST
SBAC;2016;21;12;teste ou experimento;EST
SBAC;2016;20;7;teste ou experimento;EST
SBAC;2016;2;7;teste ou experimento;EST
SBAC;2016;19;2;teste ou experimento;EST
SBAC;2016;18;3;teste ou experimento;EST
SBAC;2016;17;23;teste ou experimento;EST
SBAC;2016;3;3;teste ou experimento;EST
SBAC;2016;15;7;workload;EXT
WSCAD;2016;10;3;idle;MET
SBAC;2016;9;1;workload;EXT
SBAC;2016;3;2;workload;EXT
SBAC;2016;27;6;workload;EXT
SBAC;2016;26;9;workload;EXT
SBAC;2016;25;7;workload;EXT
SBAC;2016;24;3;workload;EXT
SBAC;2016;23;11;workload;EXT
SBAC;2016;22;2;workload;EXT
SBAC;2016;2;16;workload;EXT
SBAC;2016;7;29;benchmark;EXT
SBAC;2016;18;13;workload;EXT
SBAC;2016;5;4;benchmark;EXT
SBAC;2016;13;14;workload;EXT
WSCAD;2016;1;15;speedup;MET
WSCAD;2016;10;1;speedup;MET
WSCAD;2016;11;22;speedup;MET
WSCAD;2016;16;34;speedup;MET
WSCAD;2016;19;2;speedup;MET
WSCAD;2016;2;6;speedup;MET
WSCAD;2016;22;1;speedup;MET
WSCAD;2016;4;44;speedup;MET
WSCAD;2016;5;3;speedup;MET
WSCAD;2016;9;11;speedup;MET
SBAC;2016;19;14;workload;EXT
SBAC;2016;24;1;availability or disponibilidade;MET
WSCAD;2016;9;1;idle;MET
SBAC;2016;1;27;teste ou experimento;EST
SBAC;2016;11;3;benchmark;EXT
WSCAD;2016;18;13;mflops;MET
SBAC;2016;13;3;benchmark;EXT
SBAC;2016;14;6;benchmark;EXT
SBAC;2016;15;3;benchmark;EXT
SBAC;2016;16;2;benchmark;EXT
SBAC;2016;19;8;benchmark;EXT
SBAC;2016;8;1;availability or disponibilidade;MET
SBAC;2016;8;21;benchmark;EXT
SBAC;2016;27;4;availability or disponibilidade;MET
WSCAD;2016;16;2;availability or disponibilidade;MET
SBAC;2016;22;1;availability or disponibilidade;MET
WSCAD;2016;18;1;mips;MET
SBAC;2016;2;22;benchmark;EXT
SBAC;2016;21;1;benchmark;EXT
SBAC;2016;22;5;benchmark;EXT
SBAC;2016;15;3;bandwidth;MET
SBAC;2016;23;7;benchmark;EXT
SBAC;2016;25;5;benchmark;EXT
SBAC;2016;26;4;benchmark;EXT
SBAC;2016;3;5;benchmark;EXT
SBAC;2016;4;5;benchmark;EXT
SBAC;2016;3;1;availability or disponibilidade;MET
SBAC;2016;19;7;eficiência ou acurácia;MET
WSCAD;2016;10;18;teste ou experimento;EST
SBAC;2016;4;31;eficiência ou acurácia;MET
SBAC;2016;3;1;eficiência ou acurácia;MET
SBAC;2016;27;2;eficiência ou acurácia;MET
SBAC;2016;4;14;média;EST
SBAC;2016;22;7;média;EST
SBAC;2016;23;9;eficiência ou acurácia;MET
SBAC;2016;6;1;eficiência ou acurácia;MET
SBAC;2016;2;2;eficiência ou acurácia;MET
SBAC;2016;9;1;eficiência ou acurácia;MET
SBAC;2016;17;1;eficiência ou acurácia;MET
SBAC;2016;16;2;eficiência ou acurácia;MET
SBAC;2016;14;3;eficiência ou acurácia;MET
SBAC;2016;13;4;eficiência ou acurácia;MET
SBAC;2016;1;2;desvio padrão;EST
SBAC;2016;11;17;eficiência ou acurácia;MET
SBAC;2016;1;2;eficiência ou acurácia;MET
SBAC;2016;20;5;eficiência ou acurácia;MET
SBAC;2016;19;10;idle;MET
SBAC;2016;16;1;desvio padrão;EST
SBAC;2016;17;2;desvio padrão;EST
SBAC;2016;19;1;desvio padrão;EST
SBAC;2016;27;3;desvio padrão;EST
SBAC;2016;9;1;desvio padrão;EST
SBAC;2016;11;4;idle;MET
SBAC;2016;24;1;número de execuções;EST
SBAC;2016;5;1;eficiência ou acurácia;MET
SBAC;2016;18;1;idle;MET
SBAC;2016;10;1;eficiência ou acurácia;MET
SBAC;2016;20;1;idle;MET
SBAC;2016;24;1;idle;MET
SBAC;2016;26;7;idle;MET
SBAC;2016;27;6;idle;MET
SBAC;2016;9;4;idle;MET
SBAC;2016;6;3;teste ou experimento;EST
SBAC;2016;17;1;distribuição normal;EST
SBAC;2016;3;1;número de execuções;EST
SBAC;2016;12;29;média;EST
WSCAD;2016;17;4;variância;EST
SBAC;2016;18;13;variância;EST
SBAC;2016;12;11;eficiência ou acurácia;MET
SBAC;2016;11;2;média;EST
SBAC;2016;21;6;média;EST
SBAC;2016;17;11;média;EST
WSCAD;2016;8;1;teste ou experimento;EST
WSCAD;2016;7;1;teste ou experimento;EST
WSCAD;2016;6;5;teste ou experimento;EST
WSCAD;2016;5;2;teste ou experimento;EST
WSCAD;2016;4;1;teste ou experimento;EST
WSCAD;2016;23;1;teste ou experimento;EST
WSCAD;2016;12;3;teste ou experimento;EST
SBAC;2016;18;15;média;EST
SBAC;2016;19;25;média;EST
WSCAD;2016;11;6;teste ou experimento;EST
WSCAD;2016;13;17;teste ou experimento;EST
WSCAD;2016;15;16;teste ou experimento;EST
WSCAD;2016;16;5;teste ou experimento;EST
WSCAD;2016;17;21;teste ou experimento;EST
WSCAD;2016;19;5;teste ou experimento;EST
WSCAD;2016;2;5;teste ou experimento;EST
WSCAD;2016;21;4;teste ou experimento;EST
SBAC;2017;7;2;benchmark;EXT
SBAC;2017;7;24;média;EST
SBAC;2017;4;1;benchmark;EXT
SBAC;2017;3;2;benchmark;EXT
SBAC;2017;23;5;benchmark;EXT
SBAC;2017;2;2;benchmark;EXT
SBAC;2017;19;10;benchmark;EXT
SBAC;2017;17;18;benchmark;EXT
SBAC;2017;16;13;benchmark;EXT
SBAC;2017;6;5;benchmark;EXT
SBAC;2017;15;9;benchmark;EXT
SBAC;2017;12;2;benchmark;EXT
SBAC;2017;10;3;benchmark;EXT
SBAC;2017;15;8;média;EST
SBAC;2017;8;2;teste ou experimento;EST
SBAC;2017;3;5;média;EST
SBAC;2017;22;4;média;EST
SBAC;2017;19;5;média;EST
SBAC;2017;16;38;média;EST
SBAC;2017;22;1;anova;TST
SBAC;2017;1;8;benchmark;EXT
SBAC;2017;17;6;teste ou experimento;EST
SBAC;2017;11;1;speedup;MET
SBAC;2017;22;2;teste ou experimento;EST
SBAC;2017;21;3;teste ou experimento;EST
SBAC;2017;20;5;teste ou experimento;EST
WSCAD;2017;26;8;amostra;EST
WSCAD;2017;9;4;amostra;EST
SBAC;2017;2;2;teste ou experimento;EST
SBAC;2017;3;9;teste ou experimento;EST
SBAC;2017;8;1;benchmark;EXT
WSCAD;2017;3;3;desvio padrão;EST
SBAC;2017;16;6;teste ou experimento;EST
SBAC;2017;15;3;teste ou experimento;EST
SBAC;2017;13;11;teste ou experimento;EST
SBAC;2017;12;7;teste ou experimento;EST
SBAC;2017;11;7;teste ou experimento;EST
SBAC;2017;10;8;teste ou experimento;EST
SBAC;2017;1;1;teste ou experimento;EST
SBAC;2017;19;1;teste ou experimento;EST
SBAC;2017;15;3;speedup;MET
SBAC;2017;9;4;teste ou experimento;EST
SBAC;2017;9;2;speedup;MET
SBAC;2017;6;8;speedup;MET
SBAC;2017;5;48;speedup;MET
SBAC;2017;20;4;speedup;MET
SBAC;2017;2;13;speedup;MET
SBAC;2017;19;4;speedup;MET
SBAC;2017;23;5;teste ou experimento;EST
SBAC;2017;17;11;speedup;MET
SBAC;2017;6;1;número de iterações;EST
SBAC;2017;14;19;speedup;MET
SBAC;2017;12;1;speedup;MET
SBAC;2017;1;11;speedup;MET
SBAC;2017;7;1;teste ou experimento;EST
SBAC;2017;6;9;teste ou experimento;EST
SBAC;2017;5;3;teste ou experimento;EST
SBAC;2017;4;4;teste ou experimento;EST
SBAC;2017;18;12;speedup;MET
SBAC;2017;11;2;distribuição normal;EST
SBAC;2017;22;7;confiabilidade;MET
WSCAD;2017;7;2;teste ou experimento;EST
WSCAD;2017;9;2;teste ou experimento;EST
SBAC;2017;9;3;workload;EXT
SBAC;2017;10;1;idle;MET
SBAC;2017;9;9;benchmark;EXT
SBAC;2017;11;5;idle;MET
SBAC;2017;16;1;idle;MET
SBAC;2017;18;2;idle;MET
WSCAD;2017;4;4;teste ou experimento;EST
SBAC;2017;23;9;idle;MET
WSCAD;2017;3;7;teste ou experimento;EST
SBAC;2017;13;2;confiabilidade;MET
SBAC;2017;21;1;confiabilidade;MET
SBAC;2017;22;7;confiabilidade;MET
WSCAD;2017;10;1;availability or disponibilidade;MET
SBAC;2017;3;1;downtime or uptime;MET
WSCAD;2017;12;1;availability or disponibilidade;MET
WSCAD;2017;16;6;availability or disponibilidade;MET
WSCAD;2017;9;1;availability or disponibilidade;MET
SBAC;2017;3;1;distribuição normal;EST
SBAC;2017;22;4;idle;MET
SBAC;2017;16;21;eficiência ou acurácia;MET
SBAC;2017;10;1;desvio padrão;EST
SBAC;2017;21;1;confiabilidade;MET
SBAC;2017;13;2;confiabilidade;MET
SBAC;2017;11;2;desvio padrão;EST
SBAC;2017;21;3;desvio padrão;EST
SBAC;2017;22;1;desvio padrão;EST
SBAC;2017;1;6;idle;MET
SBAC;2017;9;1;eficiência ou acurácia;MET
SBAC;2017;7;5;eficiência ou acurácia;MET
WSCAD;2017;5;5;teste ou experimento;EST
SBAC;2017;5;8;eficiência ou acurácia;MET
WSCAD;2017;11;1;availability or disponibilidade;MET
SBAC;2017;13;1;eficiência ou acurácia;MET
SBAC;2017;10;6;eficiência ou acurácia;MET
SBAC;2017;3;1;mips;MET
SBAC;2017;9;14;mips;MET
WSCAD;2017;3;2;média;EST
WSCAD;2017;23;8;média;EST
WSCAD;2017;11;4;teste ou experimento;EST
WSCAD;2017;15;2;teste ou experimento;EST
WSCAD;2017;23;22;teste ou experimento;EST
SBAC;2017;6;1;eficiência ou acurácia;MET
WSCAD;2017;14;20;speedup;MET
WSCAD;2017;16;2;confiabilidade;MET
SBAC;2017;8;1;workload;EXT
SBAC;2017;6;1;workload;EXT
SBAC;2017;8;3;confiabilidade;MET
SBAC;2017;15;2;workload;EXT
SBAC;2017;8;3;confiabilidade;MET
SBAC;2017;11;2;workload;EXT
SBAC;2017;10;22;workload;EXT
SBAC;2017;1;5;workload;EXT
WSCAD;2017;1;1;mips;MET
SBAC;2017;15;2;número de execuções;EST
SBAC;2017;17;2;workload;EXT
WSCAD;2017;22;1;speedup;MET
WSCAD;2017;25;15;speedup;MET
WSCAD;2017;26;12;speedup;MET
WSCAD;2017;4;1;speedup;MET
WSCAD;2017;5;8;speedup;MET
WSCAD;2017;6;9;speedup;MET
WSCAD;2017;7;18;speedup;MET
WSCAD;2017;8;24;speedup;MET
WSCAD;2017;9;1;speedup;MET
WSCAD;2017;10;13;speedup;MET
SBAC;2017;17;65;bandwidth;MET
SBAC;2017;6;1;bandwidth;MET
SBAC;2017;3;1;bandwidth;MET
SBAC;2017;23;1;bandwidth;MET
SBAC;2017;12;54;workload;EXT
SBAC;2017;18;9;bandwidth;MET
SBAC;2017;11;2;availability or disponibilidade;MET
WSCAD;2017;12;7;bandwidth;MET
SBAC;2017;13;1;bandwidth;MET
WSCAD;2017;22;1;idle;MET
SBAC;2017;10;4;bandwidth;MET
SBAC;2017;12;2;availability or disponibilidade;MET
SBAC;2017;17;1;availability or disponibilidade;MET
SBAC;2017;13;9;availability or disponibilidade;MET
WSCAD;2017;12;1;idle;MET
WSCAD;2017;11;1;downtime or uptime;MET
SBAC;2017;15;1;availability or disponibilidade;MET
SBAC;2018;25;3;média;EST
SBAC;2018;29;8;média;EST
SBAC;2018;3;12;média;EST
SBAC;2018;32;7;média;EST
SBAC;2018;13;1;confiabilidade;MET
SBAC;2018;2;5;média;EST
SBAC;2018;25;1;confiabilidade;MET
SBAC;2018;3;32;confiabilidade;MET
SBAC;2018;32;5;confiabilidade;MET
SBAC;2018;33;2;média;EST
SBAC;2018;13;8;média;EST
SBAC;2018;11;76;média;EST
SBAC;2018;10;6;média;EST
SBAC;2018;26;5;teste ou experimento;EST
SBAC;2018;54;2;confiabilidade;MET
SBAC;2018;6;4;confiabilidade;MET
SBAC;2018;62;1;confiabilidade;MET
SBAC;2018;17;15;média;EST
SBAC;2018;51;1;desvio padrão;EST
SBAC;2018;29;1;número de execuções;EST
SBAC;2018;24;1;número de execuções;EST
SBAC;2018;55;2;confiabilidade;MET
SBAC;2018;63;19;distribuição normal;EST
SBAC;2018;36;6;distribuição normal;EST
SBAC;2018;3;1;distribuição normal;EST
SBAC;2018;20;8;distribuição normal;EST
SBAC;2018;13;1;distribuição normal;EST
SBAC;2018;48;2;distribuição normal;EST
SBAC;2018;28;1;distribuição normal;EST
SBAC;2018;62;2;desvio padrão;EST
SBAC;2018;44;2;desvio padrão;EST
SBAC;2018;55;2;desvio padrão;EST
SBAC;2018;4;7;média;EST
SBAC;2018;48;12;desvio padrão;EST
SBAC;2018;47;1;desvio padrão;EST
SBAC;2018;32;1;desvio padrão;EST
SBAC;2018;20;1;desvio padrão;EST
SBAC;2018;19;1;desvio padrão;EST
SBAC;2018;15;1;desvio padrão;EST
SBAC;2018;11;1;desvio padrão;EST
SBAC;2018;63;9;média;EST
SBAC;2018;60;8;média;EST
SBAC;2018;50;3;média;EST
SBAC;2018;47;14;média;EST
SBAC;2018;43;51;média;EST
SBAC;2018;6;1;desvio padrão;EST
SBAC;2018;26;1;eficiência ou acurácia;MET
SBAC;2018;15;2;eficiência ou acurácia;MET
SBAC;2018;35;1;eficiência ou acurácia;MET
SBAC;2018;34;5;eficiência ou acurácia;MET
SBAC;2018;33;4;eficiência ou acurácia;MET
SBAC;2018;32;6;eficiência ou acurácia;MET
SBAC;2018;31;1;eficiência ou acurácia;MET
SBAC;2018;30;3;eficiência ou acurácia;MET
SBAC;2018;37;6;eficiência ou acurácia;MET
SBAC;2018;29;1;eficiência ou acurácia;MET
SBAC;2018;38;5;eficiência ou acurácia;MET
SBAC;2018;23;1;eficiência ou acurácia;MET
SBAC;2018;22;1;eficiência ou acurácia;MET
SBAC;2018;20;11;eficiência ou acurácia;MET
SBAC;2018;2;1;eficiência ou acurácia;MET
SBAC;2018;19;3;eficiência ou acurácia;MET
SBAC;2018;17;2;eficiência ou acurácia;MET
SBAC;2018;23;41;teste ou experimento;EST
SBAC;2018;3;2;eficiência ou acurácia;MET
SBAC;2018;51;1;eficiência ou acurácia;MET
SBAC;2018;8;66;eficiência ou acurácia;MET
SBAC;2018;7;5;eficiência ou acurácia;MET
SBAC;2018;62;3;eficiência ou acurácia;MET
SBAC;2018;61;2;eficiência ou acurácia;MET
SBAC;2018;60;56;eficiência ou acurácia;MET
SBAC;2018;6;5;eficiência ou acurácia;MET
SBAC;2018;54;2;eficiência ou acurácia;MET
SBAC;2018;36;3;eficiência ou acurácia;MET
SBAC;2018;52;1;eficiência ou acurácia;MET
SBAC;2018;13;22;eficiência ou acurácia;MET
SBAC;2018;50;13;eficiência ou acurácia;MET
SBAC;2018;49;4;eficiência ou acurácia;MET
SBAC;2018;48;1;eficiência ou acurácia;MET
SBAC;2018;47;1;eficiência ou acurácia;MET
SBAC;2018;42;2;eficiência ou acurácia;MET
SBAC;2018;41;6;eficiência ou acurácia;MET
SBAC;2018;4;8;eficiência ou acurácia;MET
SBAC;2018;53;3;eficiência ou acurácia;MET
SBAC;2018;27;3;bandwidth;MET
SBAC;2018;16;1;eficiência ou acurácia;MET
SBAC;2018;37;4;bandwidth;MET
SBAC;2018;36;1;bandwidth;MET
SBAC;2018;35;6;bandwidth;MET
SBAC;2018;34;1;bandwidth;MET
SBAC;2018;33;12;bandwidth;MET
SBAC;2018;31;1;bandwidth;MET
SBAC;2018;42;1;bandwidth;MET
SBAC;2018;28;7;bandwidth;MET
SBAC;2018;44;1;bandwidth;MET
SBAC;2018;26;6;bandwidth;MET
SBAC;2018;25;35;bandwidth;MET
SBAC;2018;23;3;bandwidth;MET
SBAC;2018;22;168;bandwidth;MET
SBAC;2018;2;9;bandwidth;MET
SBAC;2018;18;2;bandwidth;MET
SBAC;2018;16;22;bandwidth;MET
SBAC;2018;29;30;bandwidth;MET
SBAC;2018;57;1;bandwidth;MET
SBAC;2018;11;5;eficiência ou acurácia;MET
SBAC;2018;10;9;eficiência ou acurácia;MET
SBAC;2018;1;2;eficiência ou acurácia;MET
SBAC;2018;16;1;cost or performance ratio;MET
SBAC;2018;9;2;bandwidth;MET
SBAC;2018;7;7;bandwidth;MET
SBAC;2018;61;2;bandwidth;MET
SBAC;2018;38;19;bandwidth;MET
SBAC;2018;58;9;bandwidth;MET
SBAC;2018;2;1;idle;MET
SBAC;2018;53;20;bandwidth;MET
SBAC;2018;52;47;bandwidth;MET
SBAC;2018;51;1;bandwidth;MET
SBAC;2018;50;1;bandwidth;MET
SBAC;2018;5;22;bandwidth;MET
SBAC;2018;49;2;bandwidth;MET
SBAC;2018;47;1;bandwidth;MET
SBAC;2018;60;1;bandwidth;MET
SBAC;2018;26;19;speedup;MET
SBAC;2018;12;1;idle;MET
SBAC;2018;37;2;speedup;MET
SBAC;2018;36;13;speedup;MET
SBAC;2018;35;7;speedup;MET
SBAC;2018;33;2;speedup;MET
SBAC;2018;31;5;speedup;MET
SBAC;2018;30;13;speedup;MET
SBAC;2018;4;1;speedup;MET
SBAC;2018;27;1;speedup;MET
SBAC;2018;40;12;speedup;MET
SBAC;2018;22;10;speedup;MET
SBAC;2018;20;6;speedup;MET
SBAC;2018;2;4;speedup;MET
SBAC;2018;19;14;speedup;MET
SBAC;2018;18;3;speedup;MET
SBAC;2018;16;3;speedup;MET
SBAC;2018;15;9;speedup;MET
SBAC;2018;29;9;speedup;MET
SBAC;2018;52;1;speedup;MET
SBAC;2018;8;11;speedup;MET
SBAC;2018;7;24;speedup;MET
SBAC;2018;63;1;speedup;MET
SBAC;2018;62;1;speedup;MET
SBAC;2018;61;13;speedup;MET
SBAC;2018;6;3;speedup;MET
SBAC;2018;59;7;speedup;MET
SBAC;2018;39;1;speedup;MET
SBAC;2018;57;4;speedup;MET
SBAC;2018;10;2;speedup;MET
SBAC;2018;51;8;speedup;MET
SBAC;2018;50;15;speedup;MET
SBAC;2018;5;10;speedup;MET
SBAC;2018;49;8;speedup;MET
SBAC;2018;48;2;speedup;MET
SBAC;2018;45;10;speedup;MET
SBAC;2018;43;9;speedup;MET
SBAC;2018;58;2;speedup;MET
SBAC;2018;37;1;idle;MET
SBAC;2018;2;3;mflops;MET
SBAC;2018;62;1;idle;MET
SBAC;2018;60;3;idle;MET
SBAC;2018;6;4;idle;MET
SBAC;2018;57;1;idle;MET
SBAC;2018;54;18;idle;MET
SBAC;2018;46;1;idle;MET
SBAC;2018;14;10;speedup;MET
SBAC;2018;42;1;idle;MET
SBAC;2018;33;13;mflops;MET
SBAC;2018;33;1;idle;MET
SBAC;2018;31;1;idle;MET
SBAC;2018;28;3;idle;MET
SBAC;2018;25;1;idle;MET
SBAC;2018;24;13;idle;MET
SBAC;2018;22;5;idle;MET
SBAC;2018;63;1;availability or disponibilidade;MET
SBAC;2018;44;2;idle;MET
SBAC;2018;13;1;confiabilidade;MET
SBAC;2018;14;3;idle;MET
SBAC;2018;1;21;speedup;MET
SBAC;2018;62;1;confiabilidade;MET
SBAC;2018;6;4;confiabilidade;MET
SBAC;2018;55;2;confiabilidade;MET
SBAC;2018;54;2;confiabilidade;MET
SBAC;2018;32;5;confiabilidade;MET
SBAC;2018;25;10;mflops;MET
SBAC;2018;25;1;confiabilidade;MET
SBAC;2018;26;1;mflops;MET
SBAC;2018;17;3;mips;MET
SBAC;2018;7;1;mflops;MET
SBAC;2018;58;8;mflops;MET
SBAC;2018;54;1;mflops;MET
SBAC;2018;50;2;mflops;MET
SBAC;2018;49;1;mflops;MET
SBAC;2018;34;1;mflops;MET
SBAC;2018;12;4;speedup;MET
SBAC;2018;3;32;confiabilidade;MET
SBAC;2018;41;6;teste ou experimento;EST
SBAC;2018;63;4;variância;EST
SBAC;2018;49;6;teste ou experimento;EST
SBAC;2018;48;1;teste ou experimento;EST
SBAC;2018;47;8;teste ou experimento;EST
SBAC;2018;46;13;teste ou experimento;EST
SBAC;2018;45;3;teste ou experimento;EST
SBAC;2018;44;1;teste ou experimento;EST
SBAC;2018;50;7;teste ou experimento;EST
SBAC;2018;42;5;teste ou experimento;EST
SBAC;2018;51;1;teste ou experimento;EST
SBAC;2018;40;2;teste ou experimento;EST
SBAC;2018;4;2;teste ou experimento;EST
SBAC;2018;39;34;teste ou experimento;EST
SBAC;2018;38;3;teste ou experimento;EST
SBAC;2018;37;3;teste ou experimento;EST
SBAC;2018;36;3;teste ou experimento;EST
SBAC;2018;35;15;teste ou experimento;EST
SBAC;2018;43;2;teste ou experimento;EST
SBAC;2018;59;5;teste ou experimento;EST
SBAC;2018;15;2;bandwidth;MET
SBAC;2018;36;2;teste t;TST
SBAC;2018;9;3;teste ou experimento;EST
SBAC;2018;8;4;teste ou experimento;EST
SBAC;2018;7;2;teste ou experimento;EST
SBAC;2018;62;9;teste ou experimento;EST
SBAC;2018;61;2;teste ou experimento;EST
SBAC;2018;5;6;teste ou experimento;EST
SBAC;2018;6;7;teste ou experimento;EST
SBAC;2018;32;1;teste ou experimento;EST
SBAC;2018;58;6;teste ou experimento;EST
SBAC;2018;57;2;teste ou experimento;EST
SBAC;2018;56;2;teste ou experimento;EST
SBAC;2018;55;13;teste ou experimento;EST
SBAC;2018;54;34;teste ou experimento;EST
SBAC;2018;53;3;teste ou experimento;EST
SBAC;2018;52;7;teste ou experimento;EST
SBAC;2018;60;3;teste ou experimento;EST
SBAC;2018;4;18;número de iterações;EST
SBAC;2018;10;1;teste ou experimento;EST
SBAC;2018;1;4;teste ou experimento;EST
SBAC;2018;8;1;número de iterações;EST
SBAC;2018;63;1;número de iterações;EST
SBAC;2018;61;1;número de iterações;EST
SBAC;2018;50;1;número de iterações;EST
SBAC;2018;49;1;número de iterações;EST
SBAC;2018;34;1;teste ou experimento;EST
SBAC;2018;40;4;número de iterações;EST
SBAC;2018;13;9;teste ou experimento;EST
SBAC;2018;39;6;número de iterações;EST
SBAC;2018;34;3;número de iterações;EST
SBAC;2018;30;1;número de iterações;EST
SBAC;2018;22;1;número de iterações;EST
SBAC;2018;2;2;número de iterações;EST
SBAC;2018;14;1;número de iterações;EST
SBAC;2018;13;2;número de iterações;EST
SBAC;2018;45;1;número de iterações;EST
SBAC;2018;20;4;teste ou experimento;EST
SBAC;2018;1;22;benchmark;EXT
SBAC;2018;30;1;teste ou experimento;EST
SBAC;2018;3;8;teste ou experimento;EST
SBAC;2018;29;5;teste ou experimento;EST
SBAC;2018;28;13;teste ou experimento;EST
SBAC;2018;27;4;teste ou experimento;EST
SBAC;2018;9;17;speedup;MET
SBAC;2018;11;24;teste ou experimento;EST
SBAC;2018;22;2;teste ou experimento;EST
SBAC;2018;12;1;teste ou experimento;EST
SBAC;2018;2;1;teste ou experimento;EST
SBAC;2018;19;31;teste ou experimento;EST
SBAC;2018;18;1;teste ou experimento;EST
SBAC;2018;17;20;teste ou experimento;EST
SBAC;2018;16;4;teste ou experimento;EST
SBAC;2018;15;4;teste ou experimento;EST
SBAC;2018;14;11;teste ou experimento;EST
SBAC;2018;33;3;teste ou experimento;EST
SBAC;2018;24;11;teste ou experimento;EST
SBAC;2018;37;5;workload;EXT
SBAC;2018;13;3;variância;EST
SBAC;2018;53;1;workload;EXT
SBAC;2018;50;1;workload;EXT
SBAC;2018;5;3;workload;EXT
SBAC;2018;49;1;workload;EXT
SBAC;2018;48;1;workload;EXT
SBAC;2018;47;5;workload;EXT
SBAC;2018;57;2;workload;EXT
SBAC;2018;38;1;workload;EXT
SBAC;2018;58;1;workload;EXT
SBAC;2018;34;1;workload;EXT
SBAC;2018;33;1;workload;EXT
SBAC;2018;3;3;workload;EXT
SBAC;2018;29;2;workload;EXT
SBAC;2018;28;14;workload;EXT
SBAC;2018;27;2;workload;EXT
SBAC;2018;25;1;workload;EXT
SBAC;2018;42;1;workload;EXT
SBAC;2018;23;1;availability or disponibilidade;MET
SBAC;2018;1;1;número de iterações;EST
SBAC;2018;6;9;availability or disponibilidade;MET
SBAC;2018;53;1;availability or disponibilidade;MET
SBAC;2018;47;1;availability or disponibilidade;MET
SBAC;2018;34;1;availability or disponibilidade;MET
SBAC;2018;3;1;availability or disponibilidade;MET
SBAC;2018;28;4;availability or disponibilidade;MET
SBAC;2018;54;10;workload;EXT
SBAC;2018;24;11;availability or disponibilidade;MET
SBAC;2018;20;1;workload;EXT
SBAC;2018;20;1;availability or disponibilidade;MET
SBAC;2018;19;2;availability or disponibilidade;MET
SBAC;2018;16;1;availability or disponibilidade;MET
SBAC;2018;14;1;availability or disponibilidade;MET
SBAC;2018;9;1;workload;EXT
SBAC;2018;62;10;workload;EXT
SBAC;2018;60;21;workload;EXT
SBAC;2018;25;1;availability or disponibilidade;MET
SBAC;2018;20;1;benchmark;EXT
SBAC;2018;44;1;benchmark;EXT
SBAC;2018;43;1;benchmark;EXT
SBAC;2018;36;1;benchmark;EXT
SBAC;2018;32;3;benchmark;EXT
SBAC;2018;30;3;benchmark;EXT
SBAC;2018;3;14;benchmark;EXT
SBAC;2018;29;2;benchmark;EXT
SBAC;2018;24;17;workload;EXT
SBAC;2018;22;1;benchmark;EXT
SBAC;2018;49;3;benchmark;EXT
SBAC;2018;2;2;benchmark;EXT
SBAC;2018;19;1;benchmark;EXT
SBAC;2018;17;3;benchmark;EXT
SBAC;2018;16;1;benchmark;EXT
SBAC;2018;15;5;benchmark;EXT
SBAC;2018;12;3;benchmark;EXT
SBAC;2018;10;2;benchmark;EXT
SBAC;2018;25;15;benchmark;EXT
SBAC;2018;63;2;benchmark;EXT
SBAC;2018;13;2;bandwidth;MET
SBAC;2018;2;2;workload;EXT
SBAC;2018;19;3;workload;EXT
SBAC;2018;16;1;workload;EXT
SBAC;2018;15;2;workload;EXT
SBAC;2018;14;7;workload;EXT
SBAC;2018;12;12;workload;EXT
SBAC;2018;45;1;benchmark;EXT
SBAC;2018;9;2;benchmark;EXT
SBAC;2018;47;1;benchmark;EXT
SBAC;2018;62;5;benchmark;EXT
SBAC;2018;61;24;benchmark;EXT
SBAC;2018;60;6;benchmark;EXT
SBAC;2018;58;1;benchmark;EXT
SBAC;2018;57;1;benchmark;EXT
SBAC;2018;52;11;benchmark;EXT
